trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
1,2.1205,10.5134,20.8629,41.2946,61.5393,81.6953,101.8019,1.0000,7.1335,9.2148,19.0799,24.8903,37.3365,42.5554,61.1578,88.8585,1000000.0000
2,2.0812,10.3645,20.6452,41.0429,61.3039,81.4848,101.6116,1.0000,11.2214,22.6886,37.6004,40.1358,47.8227,56.3985,78.3953,83.8218,1000000.0000
3,2.1674,10.6166,20.9402,41.3096,61.5445,81.7186,101.8503,1.0000,4.7027,10.0949,19.3386,48.6948,48.9286,54.5034,62.7886,87.5080,1000000.0000
4,2.0721,10.3306,20.5904,40.9620,61.2047,81.3682,101.4836,1.0000,13.2130,19.0633,24.8005,49.4044,50.2317,72.9003,75.9840,87.9882,1000000.0000
5,2.2485,10.5119,20.7126,41.0373,61.2833,81.4709,101.6120,1.0000,2.1688,17.2465,44.1689,49.6378,65.6619,69.7885,75.9089,84.3734,1000000.0000
6,2.2041,10.7470,21.1171,41.4601,61.6237,81.7324,101.8171,1.0000,3.4995,7.9461,12.0047,15.3724,28.5438,51.0947,82.2896,87.9911,1000000.0000
7,2.0843,10.3619,20.6211,40.9865,61.2380,81.4202,101.5539,1.0000,10.7539,31.2032,41.5990,56.8015,59.2866,76.8966,77.6071,85.9753,1000000.0000
8,2.2440,10.5111,20.7000,41.0096,61.2415,81.4133,101.5386,1.0000,2.3672,24.0994,40.1299,52.5073,81.6094,85.3206,85.7869,88.8315,1000000.0000
9,2.0454,10.2134,20.3955,40.6840,60.8942,81.0499,101.1638,1.0000,21.7264,24.0104,32.2990,54.7226,57.6869,65.6491,74.0520,76.0091,1000000.0000
10,2.1171,10.4980,20.8360,41.2432,61.4535,81.5663,101.6286,1.0000,7.3826,15.6602,19.8205,24.2121,36.3240,37.3502,41.4935,86.9193,1000000.0000
11,2.0710,10.3191,20.5621,40.8889,61.0798,81.1919,101.2580,1.0000,13.0106,14.3639,28.7093,32.9588,40.4170,40.8611,85.7454,88.1170,1000000.0000
12,2.0666,10.0000,20.5045,40.8086,61.0211,81.1777,101.2949,1.0000,13.9380,16.6342,48.6437,55.0098,57.7230,61.5026,81.2125,88.9678,1000000.0000
13,2.1702,10.0000,20.8232,41.1925,61.4457,81.6248,101.7633,1.0000,4.5987,18.3264,19.5718,44.4051,45.6239,50.5065,67.5752,83.9758,1000000.0000
14,2.1423,10.4812,20.7118,41.0143,61.2215,81.3644,101.4531,1.0000,5.8186,31.1706,34.1261,65.2616,66.1231,77.2013,79.1105,83.3387,1000000.0000
15,2.1399,10.5636,20.8993,41.2879,61.5272,81.6842,101.7891,1.0000,5.9454,8.6721,22.7286,28.0347,41.5274,46.3513,80.5053,83.5059,1000000.0000
16,2.1842,10.5379,20.7528,41.0586,61.2837,81.4521,101.5788,1.0000,1.1411,4.1260,28.0190,28.1482,44.6407,73.6762,83.3062,88.3342,1000000.0000
17,2.2440,10.7042,21.0349,41.3990,61.5920,81.7027,101.7610,1.0000,1.7326,9.0340,9.8206,19.1204,29.8776,33.4595,38.5583,38.9871,1000000.0000
18,2.2210,10.5458,20.7819,41.0969,61.3147,81.4708,101.5844,1.0000,1.4917,5.4514,39.1434,44.2032,53.4383,72.0548,73.2999,86.4809,1000000.0000
19,2.0877,10.0000,20.7106,41.1491,61.4133,81.5742,101.6839,1.0000,10.8456,14.8776,21.3381,31.9045,38.3259,47.4425,69.0824,81.2280,1000000.0000
20,2.1287,10.5308,20.8508,41.1919,61.3640,81.4682,101.5380,1.0000,7.5388,10.0178,16.3876,32.5679,33.3956,34.6191,60.2192,80.5559,1000000.0000
21,2.0532,10.0000,20.4509,40.7644,60.9880,81.1476,101.2614,1.0000,17.7261,18.2430,20.4255,25.4683,52.5553,75.5265,86.1209,89.2441,1000000.0000
22,2.0441,10.2086,20.3900,39.9996,60.9048,81.0730,101.2014,1.0000,22.0735,22.2720,41.4007,52.7619,53.7954,61.9901,74.6228,89.0684,1000000.0000
23,2.1946,10.6070,20.8924,41.2736,61.5188,81.6790,101.7843,1.0000,3.7778,9.3118,28.1203,39.5854,39.6410,43.2601,48.9189,72.3435,1000000.0000
24,2.0403,10.1921,20.3616,40.6435,60.8631,81.0298,101.1528,1.0000,24.9525,32.6214,35.5778,39.3858,48.9475,78.6022,80.6061,87.5036,1000000.0000
25,2.1831,10.5447,20.7866,41.1362,61.3829,81.5582,101.6835,1.0000,4.1427,22.9597,41.5272,42.9334,54.0063,78.3552,85.4422,85.5043,1000000.0000
26,2.2121,10.5420,20.8025,41.1279,61.3414,81.4971,101.6124,1.0000,1.4393,9.9353,15.1377,50.9578,52.2591,58.3643,60.8625,82.3267,1000000.0000
27,2.1859,10.5635,20.8294,41.2233,61.5107,81.7240,101.8851,1.0000,4.0505,13.2788,36.8862,48.2427,55.5787,70.0954,71.5076,83.4097,1000000.0000
28,2.1631,10.5470,20.8239,41.1971,61.4500,81.6278,101.7613,1.0000,4.8714,21.9577,29.4659,35.4364,60.2577,71.5699,77.5529,85.7789,1000000.0000
29,2.0968,10.3921,20.6366,40.9433,61.1447,81.2864,101.3913,1.0000,9.2066,10.5125,12.6951,46.5328,56.9724,61.4230,75.8735,78.4638,1000000.0000
30,2.0263,10.1261,20.2391,40.4307,60.5825,80.7032,100.7980,1.0000,39.2803,48.8417,51.8728,53.9565,57.7083,58.4484,82.1811,86.8159,1000000.0000
31,2.2044,10.7192,21.0931,41.4983,61.7156,81.8549,101.9483,1.0000,3.4921,9.6481,14.0133,15.7010,28.1794,41.5320,51.6510,84.7777,1000000.0000
32,2.2015,10.0000,21.1706,41.5464,61.7248,81.8334,101.9069,1.0000,4.2390,6.9316,11.1866,13.3551,17.3636,35.3418,47.2127,56.1830,1000000.0000
33,2.1538,10.6110,20.9594,41.3174,61.4956,81.6044,101.6801,1.0000,1.1577,6.1628,12.3555,14.7549,17.0245,35.2550,61.3139,72.6295,1000000.0000
34,2.2200,10.5633,20.7994,41.1613,61.4260,81.6218,101.7678,1.0000,3.0596,14.3991,39.4623,46.0316,60.0259,61.5296,69.4898,78.6547,1000000.0000
35,2.1918,10.4041,20.6175,40.9484,61.1902,81.3705,101.5061,1.0000,1.3490,15.1910,39.5721,46.6186,60.6526,66.6831,68.4796,82.1772,1000000.0000
36,2.0243,10.1168,20.2229,40.4036,60.5426,80.6493,100.7347,1.0000,40.6631,48.1971,51.6076,54.8700,61.4626,71.4244,78.0181,80.8907,1000000.0000
37,2.1832,10.5739,20.8377,41.1703,61.3793,81.5268,101.6411,1.0000,4.1415,22.1064,24.9267,26.6521,26.7791,58.0362,63.6299,87.0697,1000000.0000
38,2.1272,10.5315,20.8397,41.1699,61.3586,81.4809,101.5662,1.0000,6.7435,7.9025,11.4673,42.3931,44.5453,50.1829,62.7590,76.9494,1000000.0000
39,2.0000,10.2470,20.4560,40.7834,61.0171,81.1850,101.3045,1.0000,19.3449,22.8283,34.2077,37.7310,40.9527,61.8274,81.1273,83.7923,1000000.0000
40,2.1766,10.6568,20.9798,41.3604,61.6014,81.7568,101.8596,1.0000,4.3668,5.4729,12.6499,27.0878,33.8531,44.7471,66.3547,69.2054,1000000.0000
41,2.0847,10.3515,20.5866,40.9084,61.1326,81.2979,101.4213,1.0000,10.7023,11.6199,36.4741,52.0715,59.5584,65.4334,68.0184,80.5980,1000000.0000
