trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
1,2.3417,10.9602,21.2382,41.4148,61.4456,81.4505,101.4506,1.0000,1.2498,2.2402,3.2592,5.5079,6.0647,10.2474,14.7741,17.1734,1000000.0000
2,2.1417,10.5486,20.8245,41.0325,61.0845,81.0975,101.1003,1.0000,6.8944,7.2177,8.5352,9.1311,10.9179,12.6758,13.7292,15.6138,1000000.0000
3,2.3204,10.9774,21.3042,41.4938,61.5222,81.5276,101.5293,1.0000,1.8924,2.6241,5.7554,6.7110,9.1413,13.9530,14.8414,17.4185,1000000.0000
4,2.0000,10.8520,21.1684,41.3355,61.3600,81.3643,101.3647,1.0000,3.4212,5.2601,5.8263,6.6185,8.4763,9.2093,14.6598,19.2630,1000000.0000
5,2.2295,10.7763,21.0624,41.2395,61.2785,81.2882,101.2906,1.0000,3.6619,6.1069,6.4377,6.5679,11.0930,11.6850,12.2758,14.9605,1000000.0000
6,2.3163,10.8793,21.1552,41.3351,61.3730,81.3808,101.3824,1.0000,1.2759,2.5063,3.5737,10.0096,12.5269,14.1269,14.7369,15.1040,1000000.0000
7,2.1567,10.6096,20.9249,41.1747,61.2508,81.2711,101.2769,1.0000,5.1304,11.1217,11.1751,14.4353,16.8093,17.4419,18.7588,19.3528,1000000.0000
8,2.2979,9.9996,21.1812,41.4054,61.4581,81.4702,101.4725,1.0000,1.9774,2.3481,4.3611,11.3112,14.3241,15.0642,18.5235,19.6412,1000000.0000
9,2.2559,10.8742,21.1783,41.3239,61.3429,81.3454,101.3458,1.0000,2.2446,5.0917,7.9413,9.6136,10.2050,10.5420,10.7298,14.8180,1000000.0000
10,2.2208,10.7607,21.0460,41.2068,61.2335,81.2387,101.2389,1.0000,1.4124,5.7756,6.4662,6.7705,10.0321,12.7638,13.5627,15.5987,1000000.0000
11,2.3213,10.8031,21.0565,41.2472,61.2962,81.3099,101.3147,1.0000,1.8407,2.8381,3.1900,13.2724,15.0746,16.7888,18.8804,19.3589,1000000.0000
12,2.2242,10.7974,21.1205,41.3199,61.3620,81.3701,101.3740,1.0000,3.7598,4.1742,5.1379,8.7710,9.1102,9.8755,13.9467,15.9881,1000000.0000
13,2.0807,9.9995,20.5088,40.6711,60.7232,80.7391,100.7413,1.0000,11.2803,13.9606,14.2786,14.7434,16.9482,17.2867,18.2590,18.4506,1000000.0000
14,2.2384,10.7931,21.0556,41.1865,61.2094,81.2139,101.2147,1.0000,3.6533,4.0683,4.5349,4.5843,5.1424,8.6177,11.7790,18.5171,1000000.0000
15,2.2972,10.9120,21.2220,41.4379,61.4968,81.5147,101.5200,1.0000,2.4755,3.8255,6.8899,8.4810,14.5470,16.8340,19.1047,19.3925,1000000.0000
16,2.2388,10.8041,21.1608,41.4180,61.4777,81.4887,101.4882,1.0000,2.5190,2.6111,6.2189,10.4953,11.4230,11.5210,15.3794,16.5775,1000000.0000
17,2.2607,10.8363,21.0780,41.1756,61.1864,81.1879,101.1882,1.0000,3.1117,5.0816,7.3856,7.7694,7.8614,8.5525,9.0076,15.4914,1000000.0000
18,2.2497,10.8203,21.1644,41.4180,61.4781,81.4888,101.4910,1.0000,2.0414,6.6581,6.9548,9.1089,9.2350,11.4092,16.6243,17.2289,1000000.0000
19,2.1598,10.6005,20.8680,41.0405,61.0749,81.0816,101.0826,1.0000,6.0707,6.6449,6.7462,7.3155,8.3188,12.4983,13.1655,16.0690,1000000.0000
20,2.2773,10.8440,21.1265,41.3503,61.4051,81.4164,101.4175,1.0000,2.6735,3.4609,4.1026,9.2089,9.3681,15.3218,18.0576,18.6234,1000000.0000
21,2.2212,10.8295,21.2176,41.4967,61.5659,81.5848,101.5901,1.0000,3.7751,6.2470,8.2586,10.6440,12.6996,14.7304,19.3029,19.6327,1000000.0000
22,2.2481,10.8246,21.1758,41.4178,61.4749,81.4877,101.4900,1.0000,1.8544,6.7541,7.9373,11.7214,12.4544,18.7089,19.2421,19.5852,1000000.0000
23,2.1908,10.7099,21.0320,41.2511,61.3002,81.3118,101.3147,1.0000,4.6171,4.7172,5.9152,10.1883,12.2323,12.5987,14.3356,16.5344,1000000.0000
24,2.1198,10.4531,20.6607,40.7996,60.8287,80.8346,100.8358,1.0000,1.0377,7.8046,7.9928,10.6940,10.7928,12.1302,13.6185,13.7732,1000000.0000
25,2.2717,10.8314,21.1984,41.4985,61.5859,81.6117,101.6177,1.0000,1.5130,2.4936,7.1800,7.2017,12.5700,14.2431,17.4931,19.6203,1000000.0000
26,2.2055,10.7630,21.1087,41.3435,61.3982,81.4114,101.4146,1.0000,4.1945,6.8319,10.3612,11.4272,13.3013,14.1647,15.7875,16.1777,1000000.0000
27,2.2456,10.7774,21.0019,41.1255,61.1569,81.1659,101.1686,1.0000,1.0269,2.4463,5.6416,6.4529,14.7634,15.9597,16.2256,16.9535,1000000.0000
28,2.0000,10.8470,21.0980,41.1966,61.2055,81.2060,101.2057,1.0000,1.5578,4.9307,5.7809,7.6015,9.1179,9.4410,17.4806,17.9502,1000000.0000
29,2.2743,10.8640,21.2090,41.4676,61.5414,81.5615,101.5645,1.0000,1.8812,2.3399,6.6501,8.2225,10.6362,13.1625,17.7249,18.1059,1000000.0000
30,2.1659,10.6502,20.9946,41.2780,61.3528,81.3670,101.3696,1.0000,5.4156,9.6768,9.9183,12.6590,14.4872,14.5724,14.7260,19.8337,1000000.0000
31,2.1344,10.5245,20.7944,41.0048,61.0567,81.0687,101.0696,1.0000,7.1315,9.7387,10.8724,11.6247,11.9069,13.2480,14.6954,16.2156,1000000.0000
32,2.2069,10.7608,21.0965,41.3202,61.3641,81.3725,101.3749,1.0000,1.0470,3.7972,7.8094,7.9040,9.3149,10.9416,15.9970,17.5519,1000000.0000
33,1.9999,10.8802,21.1817,41.3748,61.4114,81.4197,101.4206,1.0000,3.0598,4.7584,6.1225,10.6387,11.4010,11.7363,12.9590,14.3098,1000000.0000
34,1.9987,10.4510,20.7147,40.9641,61.0535,81.0857,101.0974,1.0000,1.1141,9.3199,11.0861,11.8680,13.5771,14.7756,15.0713,19.6604,1000000.0000
35,2.2249,10.8022,21.1248,41.3189,61.3601,81.3682,101.3700,1.0000,3.5737,4.6186,8.3206,8.5768,9.6609,11.9531,17.6314,18.4396,1000000.0000
36,2.1548,10.6100,20.9347,41.2017,61.2818,81.3078,101.3158,1.0000,5.2168,5.9878,6.3540,13.1436,13.2691,15.0786,17.4518,18.4094,1000000.0000
37,2.2147,10.7829,21.1041,41.3120,61.3611,81.3743,101.3784,1.0000,4.2327,4.4967,4.6371,5.2868,8.1629,10.8186,13.5817,16.7127,1000000.0000
38,2.1479,10.5779,20.8756,41.1071,61.1671,81.1773,101.1784,1.0000,6.6906,7.4648,9.5921,10.2039,10.4117,16.2703,18.3843,19.1173,1000000.0000
39,1.9999,10.9996,21.3092,41.5225,61.5732,81.5846,101.5867,1.0000,2.0808,3.1632,3.4659,4.8852,8.4907,11.8356,14.6516,15.6320,1000000.0000
40,2.2718,10.8687,21.1707,41.3882,61.4531,81.4749,101.4817,1.0000,1.6306,4.4306,5.9703,6.5532,14.3009,18.3746,18.9151,19.3102,1000000.0000
41,2.1934,10.6783,20.9350,41.0547,61.0707,81.0741,101.0759,1.0000,1.2165,5.5733,6.6928,7.0326,9.4550,9.6826,9.8110,12.3442,1000000.0000
42,2.1688,10.6608,21.0067,41.2825,61.3546,81.3714,101.3753,1.0000,5.5066,6.3218,9.3869,11.4492,11.6653,13.4900,16.2844,19.2342,1000000.0000
43,2.1567,10.6163,20.9368,41.1897,61.2507,81.2611,101.2619,1.0000,1.1833,6.6210,9.3835,11.5845,12.7083,16.4996,17.0956,17.4657,1000000.0000
44,2.2595,10.8575,21.1821,41.4494,61.5572,81.6043,101.6254,1.0000,1.9735,2.1486,5.2083,7.2824,14.1524,15.0290,16.3539,19.1365,1000000.0000
45,2.2636,10.9323,21.3114,41.5577,61.6135,81.6271,101.6300,1.0000,2.2146,4.1671,7.2387,8.6831,10.7217,14.5443,18.8693,19.7838,1000000.0000
46,2.2448,10.8700,21.2288,41.4981,61.5786,81.6017,101.6064,1.0000,3.5451,4.0635,6.3052,8.5747,12.4618,15.3997,16.5204,19.5564,1000000.0000
47,2.1959,10.7147,21.0503,41.3283,61.4167,81.4471,101.4568,1.0000,3.9117,4.1193,8.1011,14.2393,17.7339,18.8638,18.9189,19.4429,1000000.0000
48,2.0000,10.9374,21.2432,41.3987,61.4236,81.4282,101.4292,1.0000,1.8054,4.4840,5.7390,6.9549,9.8224,9.9010,13.2789,19.5759,1000000.0000
49,2.2431,10.8361,21.1705,41.4236,61.4961,81.5160,101.5217,1.0000,3.2586,4.7388,5.1640,10.2705,10.2904,12.3286,16.9488,19.1658,1000000.0000
50,2.3239,10.9390,21.2264,41.4365,61.4967,81.5149,101.5212,1.0000,1.2991,1.8500,3.8700,4.7559,13.7025,16.4671,18.0941,18.8727,1000000.0000
51,2.2386,10.7323,21.0494,41.2838,61.3414,81.3490,101.3505,1.0000,1.6568,7.1755,9.5159,15.2556,16.3621,16.7455,17.6470,19.9368,1000000.0000
52,2.1681,10.6396,20.9458,41.1718,61.2258,81.2384,101.2396,1.0000,5.2907,8.5528,9.1639,10.1366,16.1117,18.9684,18.9799,19.5675,1000000.0000
53,2.2132,10.7814,21.1211,41.3922,61.4709,81.5058,101.5132,1.0000,3.9500,4.3767,6.7626,6.7700,13.8953,16.5225,18.2236,19.3074,1000000.0000
54,2.1684,10.6545,20.9883,41.2474,61.3168,81.3361,101.3420,1.0000,1.1287,5.8802,9.1834,11.8092,11.9204,14.1482,15.6569,18.0486,1000000.0000
55,2.1938,10.7463,21.0963,41.3097,61.3315,81.3355,101.3359,1.0000,4.7618,6.4299,7.0862,8.2019,9.2524,11.9696,17.1215,17.7600,1000000.0000
56,2.3160,10.7668,21.0345,41.2474,61.3072,81.3222,101.3271,1.0000,1.5858,2.3330,7.6845,14.1734,14.4081,14.6119,19.6988,19.7979,1000000.0000
57,2.1918,10.7253,21.0725,41.3261,61.3865,81.3979,101.3999,1.0000,4.5571,7.8289,8.4022,8.4394,11.3833,16.2264,16.4530,19.5685,1000000.0000
