trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
1,2.1627,10.5291,20.7849,41.1391,61.3818,81.5487,101.6638,1.0000,4.8891,15.8810,39.3873,46.8743,46.9783,57.2892,57.3183,59.3750,1000000.0000
2,2.0516,10.2425,20.4492,40.7724,61.0041,81.1665,101.2816,1.0000,1.0171,19.7304,28.1407,33.1550,45.6442,49.2777,65.0136,71.9946,1000000.0000
3,2.1330,10.5242,20.8501,41.2629,61.5067,81.6499,101.7363,1.0000,6.3334,18.5766,20.9165,26.0406,33.5055,50.1947,52.0143,57.9137,1000000.0000
4,2.1169,10.4345,20.6739,40.9838,61.1951,81.3444,101.4508,1.0000,7.3981,34.4014,36.3300,37.4756,49.6957,59.9704,62.2777,70.4221,1000000.0000
5,2.1672,10.5285,20.7700,41.1036,61.3388,81.5064,101.6244,1.0000,4.7124,5.4912,5.5509,22.4869,22.6627,42.1283,64.8241,72.0257,1000000.0000
6,2.1015,10.4423,20.7568,41.1594,61.3990,81.5530,101.6639,1.0000,9.2550,16.0447,18.2198,22.6807,23.6862,53.8044,63.0747,75.4443,1000000.0000
7,2.0778,10.3444,20.6035,40.9681,61.2072,81.3692,101.4812,1.0000,11.7529,27.8171,32.7054,38.1138,38.7967,60.6804,61.2224,70.7632,1000000.0000
8,2.2288,10.7014,21.0317,41.3721,61.5236,81.6315,101.7180,1.0000,2.8228,8.7342,16.0970,19.7049,19.7671,66.2850,71.5783,77.3449,1000000.0000
9,2.1682,10.5315,20.7757,41.1077,61.3333,81.4906,101.6020,1.0000,4.6718,28.9307,33.1563,34.3667,55.9952,59.5273,64.8918,79.9536,1000000.0000
10,2.0486,10.2270,20.4154,40.7020,60.8936,81.0191,101.1001,1.0000,19.9820,33.5856,38.5789,66.6368,69.8434,76.4787,77.3473,77.9031,1000000.0000
11,2.1538,10.5046,20.7450,41.0795,61.3218,81.5016,101.6360,1.0000,5.2520,26.9527,40.1747,44.8853,61.5717,76.6655,79.3054,79.4425,1000000.0000
12,2.0367,10.1743,20.3267,40.5753,60.7645,80.9080,101.0147,1.0000,28.9368,32.9993,36.2926,38.5681,43.1016,47.8696,61.8890,74.1955,1000000.0000
13,2.0769,10.3516,20.6324,41.0405,61.3103,81.4923,101.6166,1.0000,12.3282,19.1615,32.3283,39.4771,43.7511,57.2586,60.0789,74.5533,1000000.0000
14,2.0995,10.3994,20.6524,40.9908,61.2196,81.3798,101.4932,1.0000,8.9225,9.0413,29.5972,32.8985,54.6615,58.6749,67.9220,73.0560,1000000.0000
15,2.2496,10.5314,20.7566,41.1020,61.3447,81.5158,101.6370,1.0000,2.0796,19.8670,37.7126,43.9400,52.1050,54.2481,77.0275,77.6877,1000000.0000
16,2.1475,10.6051,20.9609,41.3595,61.5872,81.7457,101.8680,1.0000,6.0990,10.8483,17.7909,23.8176,56.4697,70.6671,72.0699,79.9820,1000000.0000
17,2.1237,10.0000,20.8890,41.3337,61.5743,81.7114,101.7918,1.0000,6.9162,14.8492,19.9973,25.6703,35.2253,37.3057,39.7561,49.0360,1000000.0000
18,2.1878,10.5576,20.7686,41.0382,61.2200,81.3446,101.4308,1.0000,3.9906,5.3764,37.5202,37.8474,38.9342,57.2875,58.7944,71.1684,1000000.0000
19,2.0507,10.0000,20.4291,40.7192,60.9150,81.0462,101.1330,1.0000,19.3891,19.5366,22.8271,35.5441,52.2680,52.3412,52.9199,55.7483,1000000.0000
20,2.0263,10.1260,20.2392,40.4256,60.5679,80.6769,100.7609,1.0000,38.2631,40.0187,45.5438,62.1586,65.4485,74.6285,75.6129,77.8384,1000000.0000
21,2.0905,10.3951,20.6789,41.0523,61.2814,81.4305,101.5414,1.0000,10.0227,10.7004,21.3008,51.8243,66.4904,67.6481,73.2086,75.5495,1000000.0000
22,2.2163,10.6714,20.9075,41.2370,61.4639,81.6204,101.7288,1.0000,3.1599,4.1268,11.3550,31.6779,34.3253,62.4652,64.8567,72.8953,1000000.0000
23,2.1072,10.2327,20.3714,40.5961,60.7668,80.8924,100.9877,1.0000,1.1390,31.8776,34.5743,37.9477,62.3498,69.4833,74.0290,79.7919,1000000.0000
24,2.1887,10.5536,20.7928,41.1213,61.3403,81.4905,101.5936,1.0000,3.9620,27.0740,29.8987,51.0649,56.9854,62.1946,64.2893,74.7556,1000000.0000
25,2.1554,10.5089,20.7488,41.0728,61.2989,81.4586,101.5733,1.0000,5.1951,31.4432,36.4027,44.5854,44.8616,67.1725,75.0636,77.9971,1000000.0000
26,2.0613,10.2815,20.5103,40.8547,61.0933,81.2610,101.3819,1.0000,15.2536,31.6712,32.5918,33.0950,41.3305,43.4838,55.7898,76.2969,1000000.0000
27,2.1908,10.7239,21.0609,41.3194,61.4176,81.4593,101.4778,1.0000,4.5529,6.2408,8.3073,15.8335,18.8860,19.2726,40.5776,71.8886,1000000.0000
28,2.0590,10.0000,20.4971,40.8325,61.0580,81.2089,101.3093,1.0000,16.2947,21.2031,23.0744,27.4753,49.5710,52.5469,67.9598,71.7989,1000000.0000
29,2.1493,10.5148,20.7837,41.1585,61.4248,81.6206,101.7613,1.0000,5.4731,17.9397,38.0351,39.3231,53.0378,55.3385,68.1248,70.1776,1000000.0000
30,2.2115,10.3927,20.5708,40.8524,61.0574,81.2061,101.3128,1.0000,1.4369,23.5551,38.8912,47.4558,58.8934,61.9127,64.8409,69.9311,1000000.0000
31,2.0567,9.9956,20.4468,40.7274,60.9190,81.0539,101.1510,1.0000,16.5794,45.3583,50.6556,51.4807,69.6397,73.1398,76.5265,77.0660,1000000.0000
32,2.0449,10.2114,20.3927,39.9996,60.8949,81.0524,101.1690,1.0000,22.3464,25.2966,34.6170,48.4738,53.6791,58.4985,71.1011,72.7245,1000000.0000
33,2.1677,10.0000,20.9601,41.3402,61.5997,81.7922,101.9367,1.0000,4.8935,9.4906,31.1730,37.1388,50.6656,62.4407,72.8689,79.8553,1000000.0000
34,2.1488,10.5949,20.9202,41.2838,61.5054,81.6619,101.7777,1.0000,5.9174,8.9343,10.2383,23.6956,34.9118,50.2466,74.9086,78.1021,1000000.0000
35,2.2299,10.6281,20.9218,41.3427,61.6387,81.8566,102.0168,1.0000,2.7924,9.1745,25.2829,40.1422,54.0818,58.8321,68.3398,73.4801,1000000.0000
36,2.0539,10.1838,20.3284,40.5657,60.7463,80.8841,100.9890,1.0000,1.0606,30.0463,38.2669,53.8607,54.9735,60.2728,63.4276,78.6755,1000000.0000
37,2.0588,10.2727,20.4982,40.8386,61.0723,81.2350,101.3473,1.0000,17.1985,18.0360,23.7592,28.2947,30.4093,46.2971,54.0085,67.8563,1000000.0000
38,2.2434,10.7279,20.9749,41.2499,61.4285,81.5463,101.6239,1.0000,3.2399,5.6809,20.6311,29.5070,60.1325,62.3557,65.0933,66.9960,1000000.0000
39,2.1367,10.4937,20.7645,41.1273,61.3707,81.5369,101.6500,1.0000,6.1222,22.0307,38.5875,41.3644,51.5497,51.6215,58.6213,61.0803,1000000.0000
40,2.0659,10.3045,20.5524,40.8926,61.0995,81.2227,101.2858,1.0000,15.1217,17.8332,24.9911,27.3041,28.5733,29.0453,45.7862,78.2263,1000000.0000
41,2.1857,10.5123,20.7013,40.9686,61.1590,81.2957,101.3942,1.0000,4.0580,32.6611,33.1693,47.3745,53.2016,61.4085,69.3505,70.6365,1000000.0000
42,2.1456,10.5141,20.7928,41.1796,61.4492,81.6420,101.7811,1.0000,5.6518,21.9298,38.2431,41.3982,51.3687,54.2311,64.1948,74.4753,1000000.0000
